2004 Federal Election House of Representatives First Preferences By Candidate By Vote Type [12246 8/11/2005 11:07:20 PM]
StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
NSW,130,Lyne,15363,STANFIELD,Joan,2,,HAN,Pauline Hanson's One Nation (NSW Division),2453,191,17,270,115,3046,-6.56
NSW,130,Lyne,14744,MULDOON,Graeme,3,,CEC,Citizens Electoral Council,180,19,3,16,7,225,-0.04
NSW,130,Lyne,14520,MURPHY,Robyn,4,,NCO,New Country,2491,105,13,166,49,2824,3.39
NSW,130,Lyne,15388,APOSTLE,Simon,5,,FFP,Family First,946,117,12,85,21,1181,1.42
NSW,130,Lyne,14317,WATTERS,Greg,6,,ALP,Australian Labor Party,18866,1197,122,1413,727,22325,-2.45
NSW,130,Lyne,14414,BRADLEY,Jeremy,7,,GRN,The Greens,3176,399,42,252,97,3966,1.79
NSW,130,Lyne,14570,VAILE,Mark,8,#,NP,Nationals,38976,2359,224,3515,1884,46958,3.01
NSW,130,Lyne,15096,BAILEY,Ron,9,,SAL,Socialist Alliance,110,19,3,7,2,141,0.17
NSW,130,Lyne,15548,SALT,Kerry,10,,IND,Independent,1057,112,9,94,55,1327,1.59
NSW,130,Lyne,999,Informal,Informal,999,,,Informal,4214,259,39,175,62,4749,1.49
NSW,131,Macarthur,15406,AGIUS,Mick,1,,FFP,Family First,1417,152,31,98,37,1735,2.34
NSW,131,Macarthur,15252,DUNKERLEY,Ralph Bernard,2,,CDP,Christian Democratic Party (Fred Nile Group),1466,122,9,83,50,1730,0.86
NSW,131,Macarthur,14812,HANSON,Jennifer,3,,GRN,The Greens,2718,307,34,191,74,3324,1.42
NSW,131,Macarthur,15370,WATKINS,Len,4,,HAN,Pauline Hanson's One Nation (NSW Division),1003,120,11,91,41,1266,-3.55
NSW,131,Macarthur,15523,BRAZENALL,Max,5,,IND,Independent,426,87,5,28,12,558,0.75
NSW,131,Macarthur,14381,OATES,Meg,6,,ALP,Australian Labor Party,20811,1532,215,1304,722,24584,-2.79
NSW,131,Macarthur,15581,PEARCE,Lester,7,,DEM,Australian Democrats,502,62,4,35,22,625,-1.33
NSW,131,Macarthur,14879,FARMER,Pat,8,#,LP,Liberal,33975,2442,237,2294,1521,40469,3.68
NSW,131,Macarthur,999,Informal,Informal,999,,,Informal,5218,371,50,196,72,5907,1.44
NSW,132,Mackellar,15347,WELLS,Stephen,1,,IND,Independent,966,117,10,65,73,1231,1.57
NSW,132,Mackellar,14337,SHARPE,Chris,2,,ALP,Australian Labor Party,12921,963,100,903,605,15492,0.91
NSW,132,Mackellar,15593,NICOTRA,Mario,3,,DEM,Australian Democrats,922,90,14,55,52,1133,-8.01
NSW,132,Mackellar,15420,DUNN,Robert Thomas,4,,IND,Independent,5179,233,38,381,219,6050,7.74
NSW,132,Mackellar,15443,TRESTRAIL,Roz,5,,FFP,Family First,1106,97,10,54,51,1318,1.69
NSW,132,Mackellar,14404,DOWNIE,Christian,6,,GRN,The Greens,6597,753,86,569,188,8193,2.41
NSW,132,Mackellar,14827,BISHOP,Bronwyn,7,#,LP,Liberal,36724,2628,209,2817,2400,44778,-0.38
NSW,132,Mackellar,999,Informal,Informal,999,,,Informal,3425,244,31,132,73,3905,0.1
NSW,133,Macquarie,15517,WILLIAMS,Tim,1,,IND,Independent,1383,177,10,124,80,1774,2.25
NSW,133,Macquarie,15563,HAYDON,John,2,,DEM,Australian Democrats,737,84,5,82,61,969,-4.23
NSW,133,Macquarie,14580,MACRAE,Joel,3,,GRN,The Greens,6842,838,59,589,233,8561,2.43
NSW,133,Macquarie,14504,DERRIG,Matthew,4,,NGST,No GST,485,79,8,34,33,639,0.81
NSW,133,Macquarie,14310,PTOLEMY,Mark,5,,ALP,Australian Labor Party,17822,1434,110,1600,932,21898,0.93
NSW,133,Macquarie,15396,GERI,Troy,6,,FFP,Family First,847,110,9,77,39,1082,1.37
NSW,133,Macquarie,14742,SEGEDIN,Michael,7,,CEC,Citizens Electoral Council,67,10,0,7,2,86,0.11
NSW,133,Macquarie,15164,GRIGG,Brian,8,,CDP,Christian Democratic Party (Fred Nile Group),1529,122,10,103,91,1855,0.37
NSW,133,Macquarie,14782,BARTLETT,Kerry,9,#,LP,Liberal,34310,2396,166,2915,2234,42021,2.27
NSW,133,Macquarie,999,Informal,Informal,999,,,Informal,3807,325,25,165,72,4394,1.43
NSW,134,Mitchell,15614,KESHAVARZ TALEBI,Kamran,1,,DEM,Australian Democrats,1140,155,12,81,52,1440,-3.07
NSW,134,Mitchell,15394,MONTGOMERY,Joy,2,,FFP,Family First,915,107,5,71,42,1140,1.34
NSW,134,Mitchell,14290,JARECKI,Sheryl,3,,GRN,The Greens,4289,496,30,289,154,5258,3.07
NSW,134,Mitchell,15195,BODLAY,Jordie Stuart,4,,IND,Independent,381,55,1,27,12,476,0.56
NSW,134,Mitchell,15367,BYLEVELD,Norman,5,,HAN,Pauline Hanson's One Nation (NSW Division),796,118,8,48,67,1037,-1.54
NSW,134,Mitchell,14320,WALIA,Harmohan,6,,ALP,Australian Labor Party,14897,1165,74,933,604,17673,-0.65
NSW,134,Mitchell,14908,CADMAN,Alan,7,#,LP,Liberal,45180,3335,259,3019,2789,54582,1.09
NSW,134,Mitchell,15253,HORGAN,Michael,8,,CDP,Christian Democratic Party (Fred Nile Group),1789,159,8,103,102,2161,0.42
NSW,134,Mitchell,9473,BURKE,Stephen,9,,IND,Independent,803,106,1,84,54,1048,0.34
NSW,134,Mitchell,999,Informal,Informal,999,,,Informal,5248,392,38,202,111,5991,2.1
